Name,Department,Rating,Difficulty,Would Take Again %,Total Ratings,Courses Taught,Review 1,Review 2,Review 3
"Evie Shockley","English",4,3.3,85.7143,24,"BLACKFANTASTIC|BLACKLITSEM|BLACKPOET|BLACKPOETRY|BLACKPTRY|BLKWOWRT3|BLWOMWRIT|CWPOET|ENG|ENG201|ENG211|ENG351|ENG362|ENG371|INTRPTRY241|ISSPROBBLACK|LITTHRY","Q:5/D:2/G:N/A — Professor Shockley is one of my favorite profs I've ever had here. I can't overstate how amazing she is. She is so kind + super open to all interpretations, even if they sound really stupid to you. She has a really profound understanding of what she's teaching, and she actually made me enjoy poetry.","Q:5/D:2/G:A+ — Very fun and knowledgeable. It's clear she's passionate about the topic at hand. There's a lot of reading, but it was a poetry class so that was to be expected. A lot of discussion posts! But if you do the reading and have your own opinion on the readings, the discussion posts are easy. Participate ","Q:5/D:2/G:A — She's really nice and encourages you to come up with your own interpretation of the poems while also guiding you towards a conclusion grounded in literary evidence. She's really funny and clearly passionate about the subject. There's a lot of reading and discussion posts are VERY important but it's "
"Deborah Lewitter","Finance",2.3,2.9,41.6667,12,"F17|FIN250|FINANCE250","Q:5/D:1/G:A+ — she always gives candy when she takes attendance. yes her lectures are absolutely useless and she never updates her canvas and takes forever to respond to emails..But she's a nice person who always wants the best for you. Grading criteria is really easy and attendance is mandatory, unfortunately. go","Q:1/D:5/G:A+ — Do not take this class with professor Lewitter. The class is three hours long and it is a waste of time. She does not teach and expects you to read the textbook in which you must buy. Also, although she does not give formal quizzes or tests, the work load makes up for it and more. Overall L","Q:1/D:2/G:B — Lectures are mind-numbing and completely useless, also are unrelated to homework, which she will delay into the last minute of the year and grade with heavy scrutiny. There's more as she also goes on long tangents, only gives busy work, and is very unclear with assignment goals. All made this class "
"Alice Martin","English",5,3.3,100,7,"34319THCENTAMER|EXPOS101","Q:5/D:3/G:Not sure yet — Such a sweet professor who will work to make you a better writer. She gives her students so much help to ensure if you are putting in work you will succeed!!","Q:5/D:3/G:A — I walked into the classes thinking I was gonna hate it because I always found writing challenging, but, she was always very clear about what she expected from students. It made everything so much easier. I ended up with A because her feedbacks were helpful. I feel like i became a good writer after t","Q:5/D:4/G:A — Professor Martin's class was so much fun! The topic was 'Friendship and Flirtation' and we read a lot of short stories as well as a novel. The discussions were interesting but also really challenging. Even though some of the concepts were hard to grasp, her sense of humor and general friendliness ma"
"Scott Seibert","Human Resources Management",3,2,50,2,"HRM617","Q:5/D:1/G:A+ — Took Professor Scott for Organizational Behavior and it was such a fun and engaging class. His quizzes are really easy and he only takes up 1 1/2 from your 3-hour class each week. quizzes are posted online and no exams or finals!! HIGHLY RECOMMEND!","Q:1/D:3/G:B+ — One of the worst professors Ive came across. His grading is extremely unfair and criteria is unclear. Very unresponsive to emails, I had to wait a month for a response on how he graded my final grade. He called me odd for reaching out to the program director but he wouldnt respond to my emails so wh",""
"Rebecca Potosky","Animal Science",2,2,0,1,"SRPRAC202","Q:2/D:2/G:A — Rude professor who puts everyone down because of her cocky attitude. The class is great cause baby goats and all but she was a major downside. Will make you feel stupid because you didn't grow up on a farm like her. Easy class and is only 2 credits but she's way too strict and unaccommodating for a ","",""
"Alex Sawatzky","Agriculture",5,2.3,100,3,"AGR215","Q:5/D:2/G:A — Online math-based class. Material is not difficult, uses an online software called TopHat where there are reading, practice & hw questions. Easy to use. 1 chapter and 1 discussion board a week. 3 exams(not cumulative) and you have a week to work on the questions. A few opportunities for EC, and he i","Q:5/D:1/G:A — Alex is great, he's caring and any class taught by him will be enjoyable and informative. No textbooks required, he provides you with links to any reading assignment he wants you to complete. Please put in the amount of effort he puts in to making the course, it will help you learn a lot. Highly rec","Q:5/D:4/G:A — Took him for Practical Applications in Agriculture &amp; Food Systems, He's such a great teacher, blessing, and he cares about his students! He was always willing to help and explain the work to us, especially if you're new to agriculture. You won't regret taking his classes!"
"Alan Cander","Urban Studies",4.4,2.6,95,45,"101PPPH|310HOUSING|760210|762305|833PPP|CD421|COMMDEV|INTRO832|INTROTOPUBLIC|IPPH|PLAN305|PLAN395|POL305|PPH|PPH101|PPP210|PPPH101|PRINPUBLICPOL|PUBPOLICY210|SURVEYPLANNING|URB517|USHP310|WRAPP","Q:5/D:2/G:A — Cander is not like any other professor. He doesnt just teach, he entertains. He made a dry subject enjoyable and always made it a point to engage the class. The work is not difficult, just do it. He really tries to make you feel welcomed and gets to know you. Loved him more than the class. You wont ","Q:5/D:2/G:Not sure yet — Last comment is false. Prof Cander goes beyond to make class as interesting as it can be. His sense of humor is exquisite and he is an icon.Very fair and caring. Will go out of his way to get to know you and ensure the mood in class is light and enjoyable. Don't listen to the negative reviews. Take ","Q:2/D:3/G:A- — He is a character. He spent almost half the class talking about irrelevant topics like his personal life. He made an insensitive comment about how addicts should just stop their addiction. 'If you are addicted to anything just stop for a week, get your work done and then you can resume to your addic"
"Jacob Peltzman","Health Administration",5,2.3,100,3,"INTROHEALTH203","Q:5/D:2/G:A — very nice man. this is not a hard class. just do the work and get your grade.","Q:5/D:2/G:Not sure yet — Awesome professor. He is super chill and the work is very manageable and easy. Will be taking another of his classes in the fall. I feel bad when people don’t participate because he is so genuine and likable when he engages the class. Just do the work and you’ll come away with an A.","Q:5/D:3/G:Not sure yet — Really nice guy who tries to engage the class. With Intro classes they are mostly lecture and I dont blame him because its kinda boring. He lets us out early and I would def take another class with him in the department. The work is manageable and not difficult."
"Emily Bosk","Social Work",4.8,3.8,100,4,"CLASS910507|CLINASS507|SWP500","Q:5/D:4/G:A — Emily Bosk was my favorite social work professor at Rutgers. She grades tougher than most other professors in the department, but don't let that scare you. It's well worth it for everything you'll learn in her classes. I took her classes twice and took away so much from both of them.","Q:5/D:4/G:A — Professor Bosk is the kindest professor. Clinical assessment and diagnosis was definitely a challenging course and very reading-heavy, but she taught so well and really helped us understand each diagnosis. She shows a lot of videos which are helpful. Definitely listen to lectures and you HAVE to rea","Q:4/D:3/G:A — Took Prof Bosk for Social Work Practice (910:500) online. She did a great job with the material. Standard online course: weekly discussion posts and then 3 papers. They all build off one another and Bosk did a great job explaining them, providing valuable feedback, and was very approachable and resp"
"Barbara Angeline ","Dance",1.9,3.6,28.5714,9,"DANCE132","Q:1/D:1/G:A — I have had her in person. She has her favs and will make it clear. I cannot imagine having her online asynch, but on zoom, it was not it. Dont even go to the dance department at all...","Q:5/D:2/G:A+ — I had her for (nondance major/minor) Intro to Jazz Dance. So fun! Very encouraging and you can tell she loves what she does. Passionate about dance, and really cares for her students. Creates a great, fun, safe environment. So kind, really listens to her students.","Q:1/D:3/G:N/A — Greatest waste of time, money, effort. Half of the class is just sorting through poorly organized info to get to the ONE paragraph you need to do the assignment. Grading was weird. Dance analysis is trivial; sorting through her resources is what made this difficult/ANNOYING. not an easy A"
